,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
312,Miriakus,0.0,1.0,0.0,0.0,2022-10-15 19:38:25+00:00,Markopolo0208,"@DreinLD @NevO_R5 @Tofeur_F1 C’edt la le blême avec cette commu de merde. Pour toi utiliser un iphone veut dire t’as pas droit de critiquer?? Moi j’ai mon 13 pro max et je suis chez apple depuis le 6 plus. Et l’iphone je le trouve plus ouf depuis des années. J’ai test le fold 4 , à côté l’iphone c une merde",1,0,4
313,galicixia,0.0,1.0,0.0,0.0,2022-10-15 19:35:11+00:00,LaRouille666,@WarrenZE6 @HomerSimps2022 @Pierre_B_y Mais oui de ouf c’est grave limite y’a pas d’excuse surtout dans une époque où même les gamins de 10 ans ont un iPhone et peuvent savoir ce qu’il se passe dans le monde,0,0,0
314,KugenTheMaster,0.0,1.0,0.0,0.0,2022-10-15 19:35:08+00:00,iam_eenzooo,@SedoZed @Tofeur_F1 Si tu es passé d’un très bon Android a un iPhone c’est normal. Et après tu verras avec le temps car y’a des tas de fonctionnalités que tu vas découvrir. Je te conseille de regarder des vidéos astuces.,1,0,0
315,imaneeeekdj,0.0,1.0,0.0,0.0,2022-10-15 19:34:46+00:00,JuniorMalong,"@I_am_Naomiiiiii Te couche pas stp, j’apprécie la caméra de l’iPhone juste parce qu’elle est performante comparée à bon nombre de téléphones d’autres marques. 
 Si on chacun son point de vue",1,0,0
316,NevO_R5,0.0,1.0,0.0,0.0,2022-10-15 19:34:40+00:00,AlgerienSerein,"@Tofeur_F1 Comparer des Android bas/milieu de gamme avec des iPhone 🤡🤡
Parler de fluidité sur des écrans 60hz 🤡🤡
""si t'avais les moyens tu prendrais un iPhone"" les fameux Android premium à 700e 🤡, d'ailleurs si vous trouvez un s22 plus ultra au prix du SE faites moi signe. 🤡🤡🤡",1,0,3
317,Pioupiou9711,0.0,1.0,0.0,0.0,2022-10-15 19:32:32+00:00,SedoZed,"@iam_eenzooo @Tofeur_F1 J’suis un man mdrrrrr 😭😭😭
Et j’ai jamais prétendu que ma vie allait changer avec un iPhone, mais on m’a teeeeeellement dit « Apple c’est game changer tu reviendras pas en arrière » alors que bah c’est pas transcendant ahah",1,0,0
318,supershuriken,0.0,1.0,0.0,0.0,2022-10-15 19:30:26+00:00,JuniorMalong,"@I_am_Naomiiiiii Tu fait genre pourtant t’utilise aussi un iPhone, Ptdr",1,0,0
319,Le_tounsi93,0.0,1.0,0.0,0.0,2022-10-15 19:30:12+00:00,thesilverkebab,"@redcardsss Alors je sais que c’est cher, je suis d’accord, mais j’ai le 14 Pro Max actuellement et c’est un régal. Tu vois un minimum de changement au 13 Pro max, mais l’iPhone 14… c’est de l’argent jeté par la fenêtre. Dis toi l’iPhone 14 a les puces des iPhone 13 💀",1,0,0
320,chxrlxne_lxs,0.0,1.0,0.0,0.0,2022-10-15 19:29:20+00:00,chimpearls,jsuis censée analyser comment mon appareil sur iphone les gens svp???😭 https://t.co/SngfKORllM,0,0,1
321,SunLoveU_,0.0,1.0,0.0,0.0,2022-10-15 19:28:34+00:00,Ryugukyoji,@cpastibo @Bay_ecom @Bartotty Oh mais je veux l’iPhone mais les mangas aussi !!!,0,0,0
322,KalengaJarod,0.0,1.0,0.0,0.0,2022-10-15 19:28:29+00:00,Ljiljana_pvl,@mehdi_barhoumi_ Ça fait un an que j’ai mon iPhone j’en ai jamais fait 👩‍🦯,1,0,0
323,Guitariosott,0.0,1.0,0.0,0.0,2022-10-15 19:28:28+00:00,BSoD93366089,@NevO_R5 @Tofeur_F1 En achetant un iPhone tu achètes aussi le software et tu accède de ce fait à l’écosystème des produits Apple. Je ne justifie pas du tout le prix exorbitant mais on oublie je pense souvent que Apple a l’avantage de fabriquer le software et le hardware de ses appareils !,1,0,3
324,alaelu_,0.0,0.875,0.125,0.25,2022-10-15 19:28:19+00:00,Ryugukyoji,@cpastibo @Bay_ecom @Bartotty OH MON DIEU JE VEUX L’IPHONE,0,0,0
325,YonkoEternel,0.0,1.0,0.0,0.0,2022-10-15 19:28:12+00:00,AizenSosuke75,J’ai finalement changé de téléphone après avoir  gardé 1 an et demi un iPhone 5,3,0,3
326,9e41Podcast,0.0,1.0,0.0,0.0,2022-10-15 19:27:27+00:00,jeanluboyaoffi,"@AmLu100 Couleur des caméras de ton iPhone là, c du plastique ou quoi 😂😂",0,0,1
327,Nehesstahturfu,0.0,1.0,0.0,0.0,2022-10-15 19:27:25+00:00,imad_paname,@Hami937 @jaski_singh Je me rappelle encore du passage a l’iphone incroyable,1,0,1
328,Gend4r,0.0,1.0,0.0,0.0,2022-10-15 19:25:59+00:00,thesilverkebab,"@redcardsss Pour être tout à fait honnête, au lieu d’acheter l’iPhone 14, tu pourrais acheter le 13 Pro max ou 13 pro qui fera l’affaire… ou alors le 14 pro, parce que le 14 est… identique aux précédents modèles.",1,0,1
329,ganrtdi,0.037,0.963,0.0,-0.128,2022-10-15 19:25:39+00:00,j_karenxv,Et c'est pour ça je vais continuer à acheter des iPhone https://t.co/FaihA8BWjR,0,0,0
330,XNicolasEnjoy,0.0,1.0,0.0,0.0,2022-10-15 19:25:08+00:00,viviaperpetua,"@JuLeturcq @roland_dargy @Samy_Olivier Des étudiants qui crèvent de faim et de froid je suppose. 

Avec l'Iphone à 800 boules.",0,0,19
331,jeonMathii,0.0,1.0,0.0,0.0,2022-10-15 19:23:14+00:00,lnnerMoonchild,@cupofchay iPhone tu risque rien tant que ton tel a la dernière maj c’est vraiment compliqué de mettre un virus sur iPhone,1,0,0
332,Whacky__,0.0,1.0,0.0,0.0,2022-10-15 19:23:00+00:00,La_Vegz,@youarmyhop_ Tellement mm avec un iPhone 5 je te prends une meilleure photo sérieux,0,0,0
333,kalyste34,0.0,1.0,0.0,0.0,2022-10-15 19:22:59+00:00,JeremAlleyrat,@Tofeur_F1 IPhone c'est intuitif ? Apple c'est tellement intuitif que tout le monde galère au début. Si Apple est pas leader dans le monde de l'entreprise tu crois c'est pourquoi ?,9,0,1
334,sunmye0n,0.181,0.819,0.0,-0.3939,2022-10-15 19:22:58+00:00,U_JohnBlev_U,"@KgKyl ""Tu peux créer des applications ? Tu peux dépanner mon pc ? Tu connais tout les languages informatique ? Tu peux jailbreak mon iphone ?  "" (je suis automaticien en industrie)",1,0,3
335,Miimybaby,0.0,1.0,0.0,0.0,2022-10-15 19:22:52+00:00,valoch_on_ftn,@cpastibo @Bay_ecom @Bartotty Go pour l'iPhone,0,0,0
336,CK_Barbiana8,0.0,1.0,0.0,0.0,2022-10-15 19:22:17+00:00,MpingaDivin,Avec un iPhone mini et une grosse tête cette expérience est impossible 😔 https://t.co/fYWgVCQGim,0,0,0
337,banza_cephas,0.0,1.0,0.0,0.0,2022-10-15 19:21:43+00:00,khalifa_68,3 ans dans le déni à l’ancienne délivrance l’iPhone vraiment https://t.co/Cqe3TrfUVM,0,0,0
338,Mickey971,0.0,1.0,0.0,0.0,2022-10-15 19:20:12+00:00,linah493,@Max_2_kid @jeanne_orl Tu fais aussi tout pour qu’on sache que tu as utilisé iPhone non? 😹,1,0,1
339,acelestcode,0.086,0.914,0.0,-0.128,2022-10-15 19:18:54+00:00,Apple_Geek_Actu,"🔥Les nouveaux iPad Pro ""arrivent dans quelques jours"", selon @markgurman 

Ils auront surement le même design, mais une puce M2 et peut-être une charge MagSafe. On parle d'une possible charge sans fil inversée pour charger son iPhone ou AirPods https://t.co/XdbVKAGcQi",3,10,68
340,fuckthedip,0.05,0.891,0.059,0.0772,2022-10-15 19:18:43+00:00,JoelKanda,"@xhark Je pense que c'est un peu comme iphone, donc avec un boitier port type-c",0,0,0
341,BelmokademNabi1,0.0,0.815,0.185,0.3612,2022-10-15 19:18:35+00:00,VotreRoi_,Jamais j'aurais un Iphone. https://t.co/tDecBlVyEs,1,0,1
342,V4rgr_,0.0,1.0,0.0,0.0,2022-10-15 19:18:33+00:00,ericmorand,"@Tofeur_F1 @Toush_F1 Ha ouais donc vous venez d'un OS Samsung et vous passez sur iPhone, évidemment que ça vous semble intuitif. C'est dingue le nombre d'utilisateurs Android qui n'ont jamais essayé Android pur.",1,0,0
343,Nazuna_COTN,0.0,1.0,0.0,0.0,2022-10-15 19:17:30+00:00,Noah26325690,@Tofeur_F1 Je suis sur Samsung et mon téléphone commence à freeze. Le problem est qu'il ne tiendra pas plus de 1 ans mais je n'aurais jamais les moyens d'acheter un iPhone ou aux pire attendre longtemps mais j'en est pour 6-7ans,1,0,0
344,Flyoutandflyin,0.0,1.0,0.0,0.0,2022-10-15 19:17:21+00:00,alnlnaa,@Zaina_otm @ganrtdi @InesCbt @txeeoo @QueenTaraji @maescobar_ Mais grave ptdr l’iPhone on l’a acheté y’a des années on va pas le jeter,1,0,1
345,Darui_de_Kumo,0.0,1.0,0.0,0.0,2022-10-15 19:15:42+00:00,KevinVst,"@NevO_R5 @Tofeur_F1 Je suis lassé du système Oxygen OS (ce n'est pas mon 1er OP ni mon 1er Android, loin de là mdr) et ayant eu un iPhone 7 day one j'ai l'envie de repasser sous IOS en vrai :/",1,0,0
346,jakenyuji,0.0,1.0,0.0,0.0,2022-10-15 19:14:53+00:00,Naa_llia,"@Tofeur_F1 De ce que j'ai entendu, chez iPhone c'est prise en main simple rapide et intuitive et chez Android c'est moins rapide et intuitif mais il y a beaucoup plus d'éléments de personnalisation",0,0,1
