,Id,neg,neu,pos,compound,Date,User,Tweet,Comment,RT,Like
85,clamhead,0.0,0.839,0.161,0.3595,2007-12-31 19:53:48+00:00,allison_faith,at the mall. seriously. im in the apple store. HI SARAH!! im bored... i want chocolate,0,0,0
86,ogaudemar,0.273,0.727,0.0,-0.7505,2007-12-31 19:53:48+00:00,allison_faith,at the mall. seriously. im in the apple store. HI SARAH!! im bored... i want chocolate,0,0,0
87,juk,0.209,0.791,0.0,-0.6808,2007-12-31 19:50:00+00:00,justinkeller,"Google hoaxing Android search-by-phone to build buzz?  Apple does this all the time, but would the G?",0,0,0
88,philgomes,0.0,0.756,0.244,0.6369,2007-12-31 19:48:48+00:00,EdtechksuCyndi,@chrislehmann wish I lived near an apple store and had ATT service in my town.  Would love to have an iPhone,0,0,0
89,MikD,0.18,0.82,0.0,-0.296,2007-12-31 19:48:26+00:00,bdb,"¿Son tan malos como dicen los auriculares de Apple?: 
En muchas ocasiones durante los últimos años he leido c.. http://tinyurl.com/yo2ukg",0,0,0
90,minorjive,0.0,0.687,0.313,0.8243,2007-12-31 19:44:57+00:00,chrislehmann,Back from the Apple Store... iPhone was acting strange. New iPhone. Love Apple.,0,0,0
91,blloyd,0.0,1.0,0.0,0.0,2007-12-31 19:43:14+00:00,stuherbert,taking his first steps with Apple Mail,0,0,0
92,Docmcarroll,0.328,0.672,0.0,-0.5267,2007-12-31 19:34:11+00:00,gamwyn,"@brandice I agree, Fiona Apple is pretty dang sweet",0,0,0
93,starofmay,0.0,0.89,0.11,0.3578,2007-12-31 19:32:11+00:00,FoxNews,"SCITECH: News Corp., Apple Likely to Rent Fox Films Via iTunes http://tinyurl.com/ypwm67",0,0,0
94,jasonp,0.0,1.0,0.0,0.0,2007-12-31 19:28:19+00:00,pierced1,Done w big bowl...off to Apple,0,0,0
95,regularjen,0.144,0.554,0.302,0.7175,2007-12-31 19:13:09+00:00,guan,At the new Apple Store on W 14th St,0,0,0
96,bkane,0.0,0.698,0.302,0.6361,2007-12-31 19:09:57+00:00,Greg_2,Anyone like Futurama? http://tinyurl.com/343s7w Futurama Apple ad.,0,0,0
97,mjohnson16,0.0,0.742,0.258,0.7436,2007-12-31 19:08:01+00:00,nickonken,making some last minute write off purchases including a 30inch Apple Display. And raising fraud alerts on my credit card.,0,0,0
